Kelas;Soal;A;B;C;D;E;Jawaban
11;Reaksi orde 2 dinyatakan dengan grafik...;v → [x];v → [x];v → [x];v → [x];v → [x];C
11;Orde keseluruhan reaksi 2A + B~2~ → 2AB adalah...;0;1;2;3;4;C
11;Yang bukan merupakan faktor-faktor yang mempengaruhi laju reaksi adalah...;tekanan;sifat pereaksi;konsentrasi pereaksi;luas permukaan sentuh;katalis;C
11;Pernyataan yang paling tepat tentang Teori Tumbukan adalah...;tumbukan antar partikel pereaksi selalu menghasilkan produk reaksi;tumbukan efektif selalu menghasilkan produk reaksi;tumbukan efektif hanya terjadi jika partikel-partikel sudah memiliki E~k~ cukup;partikel-partikel yang bertumbukan dengan E~k~ cukup dan orientasi yang tepat tidak selalu menghasilkan tumbukan efektif;partikel-partikel yang bertumbukan dengan E~k~ cukup dan orientasi yang tepat tidak selalu menghasilkan tumbukan efektif;D
11;Energi yang dimiliki molekul-molekul untuk bentumbukan disebut...;energi kinetik;energi inti;energi vibrasi;energi kisi;energi pengaktifan;A
11;Katalis dapat mempercepat laju reaksi dengan cara...;menurunkan konsentrasi pereaksi;mengubah nilai entalpi;menaikkan energi aktivasi;menurunkan energi aktivasi;menaikkan jumlah molekul;D
11;Dari data percobaan reaksi antara besi dan larutan asam klorida, reaksi yang berlangsung paling cepat adalah percobaan nomor...;1;2;3;4;5;A
11;Jika ditentukan rumus laju reaksi berdasarkan hasil percobaan, maka laju reaksi 2HI~(g)~ → H~2(g)~ + I~2(g)~ adalah...;4,0 x 10^-3^;4,1 x 10^-3^;4,2 x 10^-3^;4,3 x 10^-3^;4,5 x 10^-3^;B
11;Kenaikan suhu akan mempercepat kecepatan reaksi karena...;kenaikan suhu akan memperbesar energi kinetik molekul pereaksi;kenaikan suhu akan memperbesar tekanan molekul pereaksi;kenaikan suhu akan menaikkan energi pengaktifan zat yang bereaksi;kenaikan suhu akan memperbesar konsentrasi zat yang bereaksi;kenaikan suhu akan memperbesar luas permukaan zat yang bereaksi;A
11;Rumus laju reaksi untuk reaksi 2NO~2(g)~ + 2H~2~O~(g)~ → 2NO + 2H2O adalah...;V = k [ NO ]^2^ [ H~2~ ];V = k [ NO ]^3^ [ H ]^2^;V = k [ NO ] [ H ]^2^;V = k [ NO ] [ H~2~ ];V = k [ NO ]^3^;A
11;Suatu reaksi akan mencapai kesetimbangan bila...;kedua reaksi yang berlawanan berhenti;konsentrasi pereaksi sama dengan konsentrasi produk;reaksi berhenti dengan mengeluarkan atau menyerap panas;kecepatan terbentuknya hasil reaksi sama dengan kecepatan terbentuknya pereaksi;kecepatan terbentuknya hasil reaksi sama dengan kecepatan terbentuknya pereaksi;D
11;Dari reaksi kimia dibawah ini yang merupakan kesetimbangan homogen adalah...;PbSO~4(s)~ + 2I^-^~(aq)~ → PbI~2(s)~ + SO~4~^-2(aq)^;CaCO~3(s)~ → CaO(s) + CO2(g);Fe^+3 + CNS^-^~(aq)~ → Fe(CNS)^+2^~(aq)~;Fe3O4(s) + 4CO(g) → 3Fe~(s)~ + 4CO~2(g)~;H2O(l) → H2O(g);C
11;Di bawah ini yang merupakan ciri-ciri reaksi kesetimbangan dinamis adalah...;konsentrasi pereaksi dan produk reaksi sama;laju reaksi ke kanan sama dengan laju reaksi ke kiri;konsentrasi zat-zat pereaksi dan produk reaksi terus berubah;reaksi berlangsung satu arah;jumlah mol pereaksi dan produk reaksi sama;B
11;Faktor-faktor yang tidak berpengaruh terhadap kesetimbangan kimia adalah perubahan...;konsentrasi pereaksi;volume ruang;tekanan ruang;konsentrasi katalis;suhu ruang;D
11;Jika dalam reaksi kesetimbangan: N~2(g)~ + 3H~2(g)~ → 2NH~3(g)~ ditambah 1 mol NH~3,~ berlaku...;kesetimbangan akan bergeser ke kiri;kesetimbangan akan bergeser ke kanan;kesetimbangan tidak akan bergeser;tekanan kesetimbangan akan turun;suhu kesetimbangan akan turun;A
11;Pada reaksi kesetimbangan berikut: 2NO~2(g)~ ∆H = +150 kj → 2NO~(g)~ + O~2(g)~, kesetimbangan sistem akan bergeser ke kiri apabila...;tekanan diperbesar;suhu diturunkan;suhu dinaikkan;volume diperkecil;pereaksi ditambah;C
11;Rumus tetapan kesetimbangan untuk reaksi Fe2O3(s) + CO(g) → Fe~(s)~ + CO2(g) adalah...;K = [Fe][CO2]/[Fe2O3][CO];K = [CO2]^3^/[CO]^3^;K = [Fe]^2^[CO2]^3^/[Fe2O3][CO]^3^;K = [CO2]/[CO];K = [Fe]^3^/[Fe2O3];A
11;Pada reaksi: A~(g)~ + B~(g)~ → C~(g)~ + D~(g)~, konsentrasi awal A = 1,0 M,  konsentrasi awal B = 2,0 M. Bila konsentrasi A pada kesetimbangan 0,5 M, tetapan kesetimbangan (K~c~) reaksi tersebut adalah...;0,25;0,33;0,5;0,75;1;B
11;Diketahui reaksi kesetimbangan: H2(g) + I2(g) → 2HI(g). Jika suhu ruang 212^0^C dan harga K~c~ = 1,8, maka harga K~p~ adalah... (R = 0,0821 L.atm.g.mol^-1^.K^-1^);1,8;1,2;0,9;0,6;0,4;A
11;Nilai rataan hitung dari data : 4, 10, 7, x, 10, 6, 11, adalah 8. Nilai x adalah...;4;6;8;9;10;B
11;Rataan hitung tinggi badan 9 siswa 155 cm. Jika ditambahkan seorang siswa baru, maka rataan hitung tinggi badan menjadi 156 cm. Tinggi badan siswa baru itu adalah...;156 cm;159 cm;162 cm;165 cm;168 cm;D
11;Sumbangan rata-rata warga untuk korban bencana alam adalah Rp40.000,00. Jika sumbangan dari seorang warga bernama Ali digabungkan dalam kelompok warga tersebut, sumbangan rata-rata 26 warga sekarang menjadi Rp41.000,00. Hal ini berarti sumbangan Ali sebesar...;Rp40.000,00;Rp57.000,00;Rp65.000,00;Rp66.000,00;Rp92.000,00;D
11;Nilai rata-rata tes matematika dari kelompok siswa dan kelompok siswi di suatu kelas berturut-turut adalah 5 dan 7. Jika nilai rata-rata di kelas tersebut adalah x = 6,2 maka perbandingan banyaknya siswa dan siswi adalah...;02:03;03:04;02:05;03:05;04:05;A
11;Dua puluh pelajar terdiri dari 8 puteri dan 12 putera. Rata-rata berat badan seluruhnya 44 kg. Jika rata-rata berat badan pelajar puteri saja 41 kg maka rata-rata berat badan pelajar putera adalah...kg.;47;46,5;46;45,5;45;C
11;Rata-rata 4 buah data adalah 5, jika data ditambah satu lagi maka rata-rata menjadi 5,5, maka besarnya data penambahan adalah...;7;6;5,5;6,5;5,5;A
11;Nilai rata-rata ulangan matematika dari 43 siswa adalah 56. Dua siswi bersama Tuti dan Ani mengikuti ulangan susulan sehingga nilai rata-rata keseluruhannya menjadi 55. Apabila Tuti mendapatkan nilai 25 maka Ani mendapatkan ...;42;48;57;58;59;C
11;Data penjualan radio setiap bulan di suatu toko pada tahun 2008 sebagai berikut. 20, 3, 9, 11, 4, 12, 1, 9, 9, 12, 8, 10. Median, kuartil bawah dan kuartil atasnya berturut-turut adalah...;6,5;9;6;9,5;3,5;D
11;Nilai simpangan kuartil dari data : 16, 7, 10, 14, 9, 14, 11, 12, 9, 12 adalah...;2;4;4,5;5;9;B
11;Simpangan rata-rata dari data : 6, 4, 8, 2, 10 adalah...;2;2,4;2,5;3;3,5;B
11;Dari angka 5, 6, 7, dan 9 dibuat bilangan yang terdiri atas tiga angka yang berbeda. Di antara bilangan-bilangan tersebut yang kurang dari 400 banyaknya ada...;16;12;10;6;6;D
11;(n + 2)! / n! = 12, maka n = ...;1;2;4;5;7;B
11;Jika nomor telepon rumah di suatu kota terdiri dari 6 angka. Banyaknya rumah dengan nomor telepon yang dimulai dengan angka 5 dan diakhiri bukan angka 5 adalah...;45.000;90.000;135.000;215.000;350.000;B
11;Banyaknya bilangan yang habis dibagi 2, yang lebih dari 550 dan terdiri dari 3 angka yang disusun dari bilangan 1,2,3,4,5,6,dan 7 adalah ...;21;42;51;36;63;B
11;Nilai n yang memenuhi persamaan (n + 2)! / (n - 1)! = 6n adalah...;1;2;3;4;5;B
11;Pengurus suatu organisasi yang terdiri atas ketua, wakil ketua, dan sekretaris dipilih dari 7 orang calon. Banyaknya cara yang mungkin untuk memilih pengurus organisasi itu dengan tidak ada jabatan rangkap adalah...;7;10;21;210;210;D
11;Suatu gedung mempunyai 5 pintu masuk. Jika ada tiga orang hendak memasuki gedung itu, banyaknya cara mereka masuk dari pintu yang berlainan adalah...;60;50;30;20;10;A
11;"Banyaknya permutasi dari huruf-huruf pada kata ""JUJUR"" adalah...";120;60;30;20;5;B
11;"Banyaknya permutasi dari huruf-huruf pada kata ""MATEMATIKA"" adalah...";10 x 8!;20 x 8!;10 x 7!;20 x 7!;30 x 7!;D
11;Presiden, wakil presiden, sekretaris kabinet dan 5 orang menteri duduk pada 8 kursi pada sebuah meja bundar untuk mengadakan rapat kabinet terbatas. Jika sekretaris kabinet harus duduk di antara presiden dan wakil presiden, maka banyaknya cara duduk ke-8 orang tersebut adalah...;240;120;60;48;24;A
11;Ada 5 pasang tamu di dalam suatu ruangan di suatu pesta. Jika masing-masing tamu belum saling mengenal kecuali dengan pasangannya dan mereka berjabat tangan dengan setiap orang yang belum mereka kenal maka terjadi jabat tangan sebanyak...;30;35;40;45;50;C
11;Suatu tim bulutangkis terdiri dari 10 orang putera dan 5 orang puteri. Dari tim ini akan dibuat pasangan ganda, baik pasangan ganda putera, ganda puteri, maupun pasangan ganda campuran. Banyak pasangan ganda yang akan dibuat adalah...;45;50;55;95;105;D
11;Tiga siswa dipilih untuk mewakili 6 orang siswa putera dan 10 orang siswa puteri. Kemungkinan ketiga siswa yang terpilih semuanya putera adalah...;Dec-56;15/56;16/56;27/56;35/56;C
11;Peluang untuk mendapatkan nilai matematika 80 point adalah 0,3. Dari 120 orang siswa kelas XI MAN, frekuensi harapan mendapatkan nilai tersebut sebanyak ...siswa.;12;16;30;36;40;D
11;Jika kejadian A dan B dapat terjadi secara bersamaan dengan P(A) = 0,5, P(B) = 0,74 dan P(A∩B) = 0,43 maka P(AUB) = ...;0,98;0,94;0,92;0,81;0,81;D
11;Peluang siswa A dan B lulus UNAS berturut-turut adalah 0,98 dan 0,95. Peluang siswa A lulus dan B tidak lulus adalah ...;0,019;0,049;0,074;0,935;0,978;B
11;Suatu kotak berisi 5 kelereng merah dan 3 kelereng putih. Dua kelereng diambil satu persatu dimana kelereng pertama yang diambil dikembalikan lagi dalam kotak. Peluang terambilnya kelereng pertama dan kedua berwarna merah adalah...;Sep-64;15/64;25/64;03-Aug;05-Aug;C
11;Diketahui nC2 = (n+1)C3. Nilai n adalah...;1;2;4;5;6;D
11;Sebuah penelitian untuk mengetahui lama waktu yang digunakan siswa SMA/MA akan dilakukan di kabupaten A. Populasi yang akan diteliti adalah ....;Semua siswa di kabupaten A;Semua siswa SMA/MA di kabupaten A;Semua siswa kelas XI SMA/MA di kabupaten A;Semua siswa dan guru SMA/MA di kabupaten A;Semua siswa SMA/MA dan anak yang seusia SMA/MA di kabupaten A;B
11;Dua buah dadu dilemparkan dua kali. Jika variabel acak x menyatakan jumlah hasil kedua dadu, nilai X = ........;(1,2,3,4,5,6);(2,3,4,5,6,7,8,9,10,11);(2,3,4,5,6,7,8,9,10,11,12);(1,2,3,4,5,6,7,8,9,10,11,12);(0,1,2,3,4,5,6,7,8,9,10,11,12);C
11;Sepasang pengantin baru merencanakan mempunyai 3 anak. Jika variabel acak X menyatakan banyak anak perempuan, nilai X = ......;-3;(1,2,3);(0,1,2,3);-1,2;(1,2,3);C
11;Variabel acak X menyatakan banyak hasil gambar pada pelemparan 3 keping mata uang logam. Nilai P(X=2) adalah ......;01-Aug;02-Aug;05-Aug;03-Aug;04-Aug;D
11;Dari sebuah kantong yang berisi 3 kelereng merah dan 4 kelereng putih diambil 2 kelereng sekaligus. Variabel acak X menyatakan banyak kelereng merah yang terambil. Nilai P(X=0) adalah .......;01-Jul;02-Jul;May-14;04-Jul;16/21;A
11;Variabel acak X menyatakan banyak mata dadu yang muncul pada pelemparan sebuah dadu. Nilai P(X<2) adalah .....;01-Jun;01-Apr;01-Mar;01-Feb;02-Mar;A
11;Sekotak lampu berisi 8 lampu dengan 3 di antaranya rusak. Dari dalam kotak tersebut diambil 2 lampu secara acak. Pengambilan dikatakan sukses jika keduanya tidak rusak. Peluang diperoleh hasil sukses adalah .......;05-Dec;03-Aug;Mar-20;May-14;05-Aug;D
11;Sebuah dadu dilemparkan 20 kali. Peluang diperoleh hasil 6 sebanyak 12 kali dapat dituliskan .....;20C8 x (1/6)^22 x (1/6)^8;20C8 x (1/6)^12 x (5/6)^8;20C8 x (1/6)^12 x (1/6)^8;20C8 x (1/6)^12 x (5/6)^8;20C12 x (1/6)^12 x (1/6)^12;B
11;Tiga keping mata uang logam dilemparkan bersama. Hasil lemparan dikatakan sukses jika ketiga keping mata uang terbuka pada sisi yang sama. Jika lemparan dilakukan sebanyak 4 kali, peluang diperoleh sukses sebanyak 3 kali adalah .....;Jan-64;Mar-16;Mar-64;01-Apr;Jan-16;C
11;Hak cipta juga dikenal dengan istilah...;photocopy;copy writer;copyright;copy editor;hard copy;C
11;Sikap yang tepat terhadap sebuah hasil karya adalah...;acuh tak acuh;menghina;mengejek;menghargai;mengolok-olok;D
11;Menghargai karya orang lain temasuk akhlak...;mahmudah;mazmunah;kabihat;khabisah;sayyiah;A
11;Pembajakan terhadap sebuah hak cipta dikenal juga dengan istilah...;illegal action;illegal condition;illegal operation;illegal copy;illegal copy;D
11;Berikut ini yang tidak termasuk yang hak ciptanya dilindungi oleh undang-undang adalah...;program komputer;karya pertunjukan;kerawitan dan rekaman suara;pidato kenegaraan;sinematografi;D
11;Tindakan pembajakan terhadap sebuah hasil karya temasuk akhlak...;mahmudah;karimah;mazmudah;jamilah;kamilah;C
11;"Berikut ini yang tidak temasuk arti kata ""menghargai"" dalam kamus besar bahasa Indonesia adalah...";memberi harga;memberi uang;memandang penting;menilai;menghormati;B
11;"Penilaian sebagai respon terhadap hasil karya dengan ungkapan seperti ""wah, bagus nih!"" atau ""wow, sempurna!"" disebut penilaian...";instruksi;meluas;aspersepsi;sepintas;sepintas;D
11;Penilaian sebagai respon terhadap hasil karya dengan secara lebih mendalam seperti menyelidiki apa latar belakang kreatornya, dan tujuan diciptakannya karya tersebut disebut penilaian...;instruksi;meluas;aspersepsi;interprestasi;sepintas;D
11;Contoh perilaku menghargai hasil karya orang lain adalah...;tidak memanfaatkan hasil karya orang lain;tidak membajak hasil karya orang lain;tidak memperdulikan hasil karya orang lain;tidak memuji hasil karya orang lain;tidak mengagumi hasil karya orang lain;B
11;Pertahanan dengan menjaga satu lawan ke mana mereka bergerak agar tidak dapat menguasai bola disebut ...;pertahanan bodi;pertahanan daerah;pertahanan pressing;pertahanan man to man;pertahanan tertutup;D
11;Pola pertahanan yang paling kompleks, dimana setiap pemain menjaga lawannya dengan tiba-tiba berpindah tempat adalah ...;pola melakukan gerakan tersusun;pola bermain menghadapi;pola mencari ruang kosong;pola man to man dan zona defence;pola zone defence;D
11;Meluncur menjatuhkan badan untuk menghindari lawan disebut ...;sliding;ball running;home plate;home base;base runner;A
11;Pelambung dalam permainan softball disebut ...;catcher;pitcher;runner;butter;striker;B
11;Dalam lompat tinggi gaya straddle, bagian tubuh yang melewati mistar lebih dahulu adalah ...;tangan;kepala;kaki ayun;pantat;bahu;C
11;Gaya straddle dapat dibedakan dengan gaya lainnya, yaitu dari pelaksanaannya saat ...;berkonsentrasi;awalan;tolakan;melewati mistar;melewati mistar;D
11;Untuk mengetahui kekuatan daya ledak otot kaki, biasanya menggunakan tes ...;vertical jump;horizontal jump;squats jump;squats thrust;step jump;A
11;Pada lompat jongkok di atas peti lompat, tolakan dilakukan setelah ...;di atas peti lompat;awalan;mendarat;melewati peti lompat;mengangkat;A
11;Dalam olahraga renang sering terjadi kecelakan yang memerlukan pertolongan yang cepat dan tepat. Teknik pertolongan yang menggabungkan antara pernapasan buatan dengan penekanan dada disebut ...;resusitasi jantung;resusitasi paru-paru;resusitasi saraf;resusitasi jantung dan paru-paru;resusitasi jantung dan saraf;D
11;Cara menolong orang di kolam atau air dengan teknik renang gaya ...;bebas;kupu-kupu;dolpin;bebas dan kupu-kupu;injak-injak air;C
11;Untuk penyelamatan air, penolong harus bersikap ...;binggung;panik;tergesah-gesah;tenang;sembrono;D
11;Berikut ini masa antara masuknya HIV ke dalam tubuh manusia sampai terbentuknya antibodi terhadap HIV yang dapat menularkan HIV kepada orang lain, kecuali ...;2-6 hari;6 minggu-2 bulan;2-6 minggu;2-6 bulan;2-6 tahun;A
11;Berdasarkan hasil survei, yang paling banyak menjadi korban dari penyakit AIDS adalah ...;bayi;anak-anak;remaja/dewasa muda;orang tua;manula;C
11;HIV/AIDS tergolong penyakit ...;menular;turunan;tidak menular;bawaan lahir;mental;A
11;Nama virus dari penyakit AIDS adalah;H2O;H2N1;HIV;SIV;FIV;C
11;Jangka waktu setelah terjadi penularan sampai dengan timbulnya gejala penyakit disebut ...;inkubator;penularan;inkubasi;terapi;infeksi;C
11;Penyakit AIDS secara klinis baru akan menampakka gejalanya antara ...;1-5 tahun;3-5 tahun;1-10 tahun;3-10 tahun;5-15 tahun;C
11;Berikut ini merupakan gejala minor penderita AIDS adalah ...;batuk menetap lebih dari 1 tahun;demam;dermafitis generalisata yang gagal;adanya herpes zosfer multi segemental;infeksi jamur berulang pada alat kelamin wanita;B
11;Penyebab utama penularan HIV/AIDS adalah ...;se*s menyimpang;narkotika;transfusi darah;ibu hamil;menyusui;A
11;AIDS disebebkan oleh ...;HIV;influenza;polio;flu burung;morbilli;A
11;Berikut ini merupakan organisasi kesehatan dunia PBB adalah ...;WHO;UNESCO;UNICEF;IBRD;WTO;A
11;Peraturan-peraturan sepak bola yang baku dikeluarkan oleh organisasi sepak bola dunia, yaitu ...;FIG;FIFA;NBA;AFC;WBC;B
11;Juara dunia sepak bola World Cup 2010 adalah;Brasilia;Inggris;Spanyol;Italia;Jerman;C
11;Gerakan mengangkat tubuh dalam posisi kedua tangan memegang pala tunggal adalah ...;sit up;back up;push up;pull up;stand up;D
11;Peserta lompat tinggi dinyatakan gugur apabila telah gagal melompat sebanyak ...;1 kali;2 kali;3 kali;4 kali;5 kali;C
11;Pola pertahanan satu jaga satu di daerah pertahanan dinamakan ...;man to man;zone marking;zona defence;total marking;total football;A
11;Pola pertahanan yang paling kompleks, di mana setiap pemain menjaga lawannya dan dengan tiba-tiba berpindah tempat adalah ...;man to man;zone marking;zona bebas;man to man dan zona defence;man pressing;D
11;Dalam susunan pemain sepak bola, pemain yang bebas disebut ...;libero;penyerang;pertahanan;penjaga gawang;center back;A
11;Di bawah ini yang bukan pola pertahanan dalam permainan sepak bola adalah ...;3-2-2-3;02/04/2004;05/03/2002;38386;03/02/2005;D
11;Jumlah pemain softball dalam setiap regu adalah ...;11 orang;9 orang;7 orang;5 orang;4 orang;B
11;Waktu yang digunakan dalam permainan softball disebut ...;inning;quarter;babak;bagian;ronde;A
11;Gaya straddle disebut juga gaya ...;gunting;lompat pagar;dada;guling perut;gaya samping;D
11;Panjang awalan lompat tinggi gaya straddle adalah ...;7-9 langkah;8 langkah;8-10 langkah;11 langkah;6-8 langkah;A
11;Berikut ini yang termasuk variasi teknik dasar sepak bola, kecuali ...;menendang bola;menggiring bola;menyundul bola;membuang bola;mengumpan bola;D
11;Untuk menghindari pukulan lawan, maka gerakan yang harus dilakukan adalah ...;mengelak;menebak;menangkis;mengindar;mengindar;D
11;Sasaran gerakan memukul adalah ...;dada;leher;paha;kepala;kaki;A
11;Nama induk organisasi pencak silat Indonesia adalah ...;PSSI;PPSI;PEPSI;IPSI;Perbasi;D
11;Berikut ini yang bukan termasuk serangan tangan melalui atas adalah ...;ketok;patuk;tumbuk;bandul;tebak;D
11;Tes kebugaran jasmani yang dilakukan dengan berbaring dan duduk disebut dengan latihan ...;sit up;pull up;push up;back up;stand up;A
11;Landasan idiil politik luar negeri Indonesia adalah...;Pancasila;UUD 1945;Keppres;Keputusan Menteri Luar Negeri;Tap MPR;A
11;Sebagai sponsor bagi berbagai perundingan perdamaian antarnegara yang sedang dilanda konflik, yaitu peranan organisasi...;PBB;Mahkamah Internasional;sekretariat;dewan ekonomi;dewan keamanan PBB;A
11;Pemrakarsa berdirinya ASEAN dari negara Filipina adalah...;Adam Malik;Narsico Ramos;Tun Abdul Rajak;S. Rajaratnam;Thanat Khoman;B
11;Berikut ini yang dimaksud dengan Charter adalah bentuk perjanjian internasional...;digunakan untuk menyelesaikan persoalan yang menyangkut bidang politik dan keamanan;digunakan oleh berbagai negara untuk melakukan perjanjian dengan beberapa negara;sifatnya menambah dan mengubah ketentuan-ketentuan pada perjanjian;mengikat pihak-pihak yang terlibat di dalamnya;mengatur anggaran dasar suatu organisasi internasional;D
11;Perjanjian internasional mulai berlaku dan mengikat pada waktu...;perundingan;ditandatangani;disetujui parlemen;diratifikasi;diundangkan;D
11;Selain untuk mewakili pemerintah negaranya, ia juga dapat melakukan protes, mengadakan penyelidikan, pertanyaan dengan pemerintah negara penerima, yaitu...;negoisasitan;proteksi;persahabatan;representasi;representasi;D
11;Perjanjian antara Indonesia dengan Belanda mengenai...;garis-garis wilayah;normalisasi hubungan dimplomatik;normalisasi hubungan kedua negara;penyerahan Irian Barat;penyerahan Irian Barat;D
11;Hubungan internasional atau hubungan antarbangsa dapat berupa hubungan antara...;orang perorang;kelompok orang;orang perorang, kelompok, dan antaranegara;negara;orang perorangan atau antarkelompok;C
11;Berikut ini yang bukan salah satu sebab suatu perjanjian internasional berakhir...;tujuan perjanjian itu sudah tercapai;terdapat perubahan mendasar yang memengaruhi pelaksanaan perjanjian;dibuat suatu perjanjian baru yang menggantikan perjanjian lama;yang membuat perjanjian sudah tidak ada;yang membuat perjanjian sudah tidak ada;D
11;Penggunaan berbagai macam istilah untuk perjanjian internasional sesungguhnya menunjukkan...;keragaman isi perjanjian;tingkat pentingnya perjanjian;tidak ada perbedaan;bentuk yang meragukan negara-negara;perbedaan yang perlu ditegaskan;B
11;Tahap-tahap dalam perjanjian internasional adalah...;negoisasi, ratifikasi, dan realisasi;negoisasi, persetujuan, dan ratifikai;proses verbal, persetujuan, dan ratifikai;negoisasi, penandatanganan, dan ratifikasi;pertukaran nota, persetujuan, dan ratifikasi;B
11;Mengadakan bimbingan dan pengawasan terhadap warga negara yang ada di wilayah kerjanya, merupakan fungsi dari...;diplomatik;konsuler;atase-atase;duta besar;PBB;B
11;Hubungan antarbangsa mutlak dilakukan oleh negara manapun di dunia, kecuali...;setiap negara mempunyai kepentingannya sendiri-sendiri;tujuan setiap negara berbeda-beda;pada zaman modern ini mustahil suatu bangsa mampu mencukupi semua kebutuhannya tanpa bantuan negara lain;adanya kerja sama ekonomi dan perdagangan;meningkatkan kebutuhan setiap bangsa sejalan dengan kemajuan teknologi;A
11;Perjanjian-perjanjian internasional yang berisikan prinsip-prinsip dan ketentuan-ketentuan yang berlaku secara umum, yaitu...;law of coordination;law of power;treaty contracts;law making trites;law making trites;D
11;Hukum internasional yang mengatur negara yang satu dengan lainnya dalam hubungan internasional disebut...;hukum internsional tertulis;hukum perdata internasional;hukum internasional tidak tertulis;hukum publik internasional;hukum antarbangsa;B
11;Berikut ini yang tidak termasuk subjek hukum internasional adalah...;zona perang;tahkta suci;palang merah internasional;organisasi internasional;negara;A
11;Di bawah ini yang termasuk subjek-subjek hubungan internasional, kecuali...;organisasi internasional;diplomasi;hukum internasional;negara;negara;D
11;Setiap warga negara di manapun  berada, tetap berada di bawah jangkauan hukum negara asalnya, yaitu...;asas teritorial;asas kebangsaaan;asas kepentingan umum;asas equality;asas sunt servada;B
11;berikut ini yang bukan merupakan sumber hukum formal yang dijadikan acuan untuk menyelesaikan sengketa internasional, yaitu...;perjanjian internasional;kebiasaan internasional;asas hukum yang diakui oleh negara;organisasi internasional;organisasi internasional;D
11;Sesuatu yang menyebabkan perbedaan pendapat, pertengkaran, atau perselisihan di antara anggota masyarakat internasional, baik negara, organisasi internasional, maupun individu adalah pengertian...;sebab sengketa internasional;masalah internasional;sengketa internasional;cara menyelasaikan masalah-masalah internasional;Mahkamah Internasional;C
11;Demokrasi terpimpin adalah ...;demokrasi berdasarkan hikmat kebijaksanaan dalam permusyawaratan/perwakilan;segala keputusan di tangan pemimpin;kekuasaan di tangan rakyat;demokrasi yang dijiwai nilai-nilai pancasila;demokrasi yang dipimpin oleh rakyat;A
11;Pengertian politik meliputi sebagian etiek dan politik sebagai teknik, pengertian tersebut adalah pendapat ...;Roger H. Soltou;Kraneburg;John Locke;Hans Kelsen;Hans Kelsen;D
11;Budaya politik di mana tingkat partisipasi politiknya rendah, merupakan jenis budaya politik ...;partisipan;parokial;kaula;pasif;kolonial;B
11;Pada budaya politik parokial tingkat partisipasi masyarakat rendah, disebabkan oleh rendahnya ...;tingkat pendidikan;tingkat ekonomi;kesadaran berdemokrasi;sikap politik;kepedulian masyarakat;A
11;Budaya politik yang berkembang di masyarakat Indonesia sekarang adalah ...;budaya politik kaula;budaya politik pasif;budaya politik kolonial;budaya politik partisipan;budaya politik partisipan;D
11;Di bawah ini yang merupakan agen sosialisasi politik adalah ...;kelompok kepentingan;pemerintah;kelompok mayoritas;partai politik;partai politik;D
11;Kegiatan yang berkenaan dengan proses pembuatan dan pelaksanaan keputusan politik adalah pengertian dari ...;sikap politik;perilaku politik;opini politik;partisipasi politik;budaya politik;B
11;Sikap politik di mana warga negara aktif dan reaktif serta suka menanggapi suatu keadaan adalah...;radikal;moderat;reaksioner;konservatif;liberal;C
11;Di bawah ini yang bukan merupakan partisipasi dalam bidang politik adalah ...;menghadiri rapat umum;menyampaikan aspirasi melalui media massa;berdiskusi dengan keluarga;membantu korban bencana alam;memberikan suara dalam pemilu;D
11;Agen sosialisasi politik adalah ...;keluarga;sekolah;teman sebaya;media massa;partai politik;C
11;Tujuan sosialisai remaja adalah ...;menjadikan warga negara memiliki pengetahuan politik;menjadi warga negara berperan aktif;mendorong warga negara berpolitik;agar negara memiliki perilaku politik;agar warga negara berpartisipasi politik;A
11;Dampak negatif dari kebebasan reformasi adalah ...;semua oarang minta diakui hak asasinya;bebas melakukan apa saja;semua orang bebas memiliki apa saja;ekspresi kebebasan dengan tindakan anarkis dan destruktif;ekspresi kebebasan dengan tindakan anarkis dan destruktif;D
11;Budaya politik partisipan dikelompokan dalam dua bentuk, yaitu bentuk konvensional dan nonkonvensional adalah pendapat ...;J.J. Rousseau;John Locke;Roger H. Soltou;Gabriel Almond;Montesquieu;D
11;Di bawah ini hal-hal yang mendorong gerakan ke arah partisipasi politik dalam proses politik menurut Myna Weiner, kecuali ...;modernasasi;demonstrasi;pengaruh kaum intelektual dan komunikasi massa modern;konflik antara kelompok pemimpin politik;perubahan-perubahan struktual;B
11;Lahirnya LSM berfungsi sebagai ...;pendukung kebijakan pemerintah;menyampaikan aspirasi rakyat;kontrol kebijakan pemerintah;adat istiadat Indonesia;keanekaragaman budaya Indonesia;C
11;Demokrasi Pancasila bersumber pada ...;tata nilai budaya bangsa Indonesia;karakteristik bangsa Indonesia;nilai-nilai budaya bangsa;adat istiadat bangsa;keanekaragaman agama budaya Indonesia;A
11;Demokrasi adalah pemerintahan dari, oleh, dan untuk rakyat. Merupakan pendapat dari ...;F.D Roosevelt;Bingham Powell;J.J Rousseau;Abraham Lincoln;Montesquieu;D
11;Salah satu karakter masyarakat madani adalah ruang lingkup publik yang bebas sebagai sarana mengemukakan pendapat, merupakan pengertian ...;toleran;free publik sphere;demokratis;keadilan sosial;pluralis;B
11;Di bawah ini merupakan contoh  dari bentuk nyata masyarakat madani secara sederhana yang telah ada dan berkembang di masyarakat sejak zaman dulu adalah ...;musyawarah;tepa selira;saling menghargai;gotong royong;saling memaafkan;D
