Kelas;Soal;A;B;C;D;E;Jawaban
5;Menurut demokrasi Pancasila dalam mengambil keputusan harus mengutamakan...;kehendak pemimpin;kepentingan golongan;kepentingan pribadi;musyawarah untuk mufakat;#;D
5;Tindakan yang tidak pantas dilakukan dalam bermusyawarah adalah...;mencela usulan teman;menyampaikan usulan teman dengan sopan;mendengarkan usulan teman;mengacungkan jari sebelum usul;#;A
5;Berikut merupakan contoh sikap sabar dalam bermusyawarah adalah...;membiarkan teman berkelahi;mendengarkan usulan peserta rapat;mengabaikan pendapat orang lain;tidak mau menyampaikan pendapat;#;B
5;Berikut ini contoh mengambil keputusan dengan cara pemungutan suara terbanyak ...;pemilihan anggota DPR;pemilihan siswa teladan;penugasan guru kelas;pengangkatan kepala sekolah;#;A
5;Salah satu syarat warga dapat memilih kepala desa adalah...;warga desa asli;mempunyai pekerjaan tetap;berpendidikan tinggi;warga desa berusia tujuh belas tahun atau lebih;#;D
5;Mufakat diperoleh setelah melalui proses ...;bersama;berbicara;pelajaran;musyawarah;#;D
5;Voting dilakukan dalam mengambil keputusan bila ...;musyawarah tidak menghasilkan mufakat;musyawarah tidak ada anggota;ketua musyawarah tidak ada;anggota menginginkannya;#;A
5;Hal yang tidak seharusnya dilakukan dalam bermusyawarah adalah ...;Menghormati saat seorang anggota memberikan pendapat;Menghargai keputusan musyawarah;Memaksakan kehendak kepada seluruh peserta rapat;Melaksanakan hasil rapat dengan penuh tanggung jawab;#;C
5;Sanksi adalah ...;Suatu bentuk hukuman yang diterima jika melanggar ketentuan yang berlaku;Suatu bentuk penghargaan kepada seseorang jika melaksanakan ketentuan hukum dengan baik;Teguran kepada seseorang yang tidak melaksanakan ketentuan yang berlaku;Pemaksaan sebagai usaha agar sekelompok orang mematuhi ketentuan yang berlaku;#;A
5;Keputusan pribadi yaitu ... .;keputusan yang disepakati bersama;keputusan yang dibuat oranglain;keputusan yang dibuat bersama teman;keputusan yang dibuat sendiri;#;D
5;Setiap peserta musyawarah mempunyai hak dan kewajiban yang sama. Kalimat yang sesuai dengan pernyataan di atas adalah...;Boleh berpendapat dan harus menghargai pendapat orang lain;Tidak mau menghargai pendapat orang lain;Hanya mau menghargai pendapat yang sepaham;Mengutamakan kepentingan golongan;#;A
5;Pelanggaran terhadap hasil keputusan bersama dapat merugikan ... .;orang lain;diri sendiri;orang tua kita;diri sendiri dan orang lain;#;D
5;Anak yang bersedia melaksanakan hasil musyawarah dengan baik memiliki sifat...;bertanggung jawab;setia kawan;pemberani;penakut;#;A
5;"Manusia mempunyai kebebasan dalam melaksanakan hak dan kewajibannya,tetapi harus ...";Menghormati diri sendiri;Menghormati hak orang lain;Memperhitungkan resiko;Mempertimbangkan keuntungan;#;B
5;Musyawarah untuk mufakat sesuai dengan nilai -- nilai Pancasila terutama sila ...;Pertama;Kedua;Ketiga;keempat;#;D
5;Salah satu manfaat sikap tenggang rasa adalah tercipta pergaulan yang ...;Bermusuhan;Meresahkan;Menyenangkan;Menyusahkan;#;C
5;Peraturan sebagai salah satu bentuk keputusan bersama harus ...;Diabaikan;Dihindari;Ditaati;Diselewengkan;#;C
5;Melaksanakan keputusan bersama dilandasi dengan hati yang ...;Sedih;Murah;Jujur;khawatir;#;C
5;Salah satu wujud pengorbanan dalam musyawarah untuk mufakat adalah ...;Merelakan pendapatnya diejek;Merelakan pendapatnya tidak dijadikan keputusan;Melaksanakan keputusan musyawarah dengan penuh tanggung jawab;Memberikan kesempatan kepada orang lain mengemukakan pendapat;#;B
5;Organisasi dibentuk karena anggotanya merasa...;Dengan organisasi kegiatan tidak bertambah baik;Dengan organisasi hasil kerjanya lebih baik;Dengan organisasi hasil kerjanya tambah buruk;Dengan organisasi bertambah persaingan;#;B
5;"Ciri organisasi yang baik, kecuali...";Memiliki tujuan yang jelas;Tidak ada pembagian tugas;Ada keserasian antar anggota;Koordinasi yang baik;#;B
5;Bukan termasuk organisasi di sekolah adalah...;OSIS;LKMD;Pramuka;Pengurus kelas;#;B
5;Organisasi yang bertujuan untuk mendapatkan keuntungan dari hasil organisasi adalah pengertian dari...;Organisasi sosial;Organisasi formal;Organisasi non formal;Organisasi bisnis;#;D
5;Target yang harus dikerjakan disebut...;Struktur organisasi;Tujuan organisasi;Gambaran organisasi;Pengertian organisasi;#;B
5;Hubungan kerja antar bagian dalam organisasi disebut ...;Struktur organisasi;Tujuan organisasi;Gambaran organisasi;Pengertian organisasi;#;A
5;Organisasi Siswa Intra Sekolah (OSIS) bertempat di...;Rumah siswa;Sekolah;Masyarakat;Kelurahan;#;B
5;LKMD adalah organisasi yang bertempat di...;Sekolah;Kelurahan;RT;Kantor;#;B
5;Organisasi itu ada karena mempunyai...;Tujuan yang sama;Tujuan yang berbeda;Kepentingan individu;Kepentingan perorangan;#;A
5;"Jika tidak ada pembagian yang jelas, maka organisasi...";Berjalan dengan baik;Kegiatannya akan kacau;Mendapat hasil yang maksimal;Mendapatkan prestasi;#;B
5;"Sesuai dengan nama Negara Kesatuan Republik Indonesia (NKRI), bentuk negara Indonesia adalah . . . .";kerajaan;kesultanan;federasi;republik;#;D
5;Jumlah provinsi yang ada di Indonesia sekarang ini sebanyak...;30 provinsi;31 provinsi;32 provinsi;34 provinsi;#;D
5;Salah satu kewajiban warga negara adalah ikut serta dalam usaha pertahanan dan keamanan negara. Kewajiban tersebut termasuk dalam UUD 1945 ...;Pasal 27 Ayat 3;Pasal 29 Ayat 1;Pasal 30 Ayat 1;Pasal 31 Ayat 2;#;C
5;Negara Indonesia adalah negara kesatuan yang berbentuk republik dijelaskan dalam UUD 1945 ...;Pasal 1 Ayat 1;Pasal 1 Ayat 2;Pasal 2 Ayat 1;Pasal 2 Ayat 2;#;A
5;"Persatuan dan kesatuan bangsa sangat penting, karena bangsa Indonesia ...";memiliki wilayah yang terbentang sangat luas;memiliki jumlah penduduk yang sangat banyak;sedang melaksanakan berbagai pembangunan;"terdiri dari berbagai suku budaya, bahasa, agama yang berbeda";#;D
5;Pernyataan kemerdekaan Indonesia terdapat dalam Pembukaan UUD 1945 Alinea ...;Pertama;Kedua;Ketiga;Keempat;#;C
5;Negara Indonesia memerlukan stabilitas nasional yang bertujuan untuk ...;memperlancar pembangunan;menguasai bangsa-bangsa lain;menghambat laju pembangunan;mencampuri urusan Negara lain;#;A
5;Tanjung Selor merupakan ibu kota Provinsi ...;Kalimantan Barat;Kalimantan Utara;Jawa Tengah;Lampung;#;B
5;Berikut ini yang bukan termasuk isi Alinea IV Pembukaan UUD 1945 adalah ...;memuat tujuan nasional;memuat dasar negara Pancasila;memuat penyusunan UUD 1945;terjadinya negara merupakan rahmat Tuhan;#;D
5;Peraturan perundang-undangan yang tertinggi di Indonesia adalah ...;ketetapan MPR;undang-undang;peraturan pemerintah;UUD 1945;#;D
5;Lembaga yang berhak menguji layak atau tidaknya sebuah undang-undang di Negara Indonesia adalah ...;Mahkamah Agung;Dewan Perwakilan Rakyat;Mahkamah Konstitusi;Komisi Yudisial;#;C
5;Presiden memiliki hak untuk mengajukan rancangan undang-undang kepada ...;MPR;DPR;DPD;DPRD;#;B
5;Pasal 31 UUD 1945 menyatakan bahwa tiap warga negara berhak mendapat ...;pekerjaan;pendidikan;perlindungan;pengamanan;#;B
5;Peraturan daerah yang mengatur pemerintahan daerah propinsi dibuat oleh ...;presiden bersama DPR;DPR bersama gubernur;gubernur bersama DPRD;bupati bersama DPRD;#;C
5;Langkah pertama dalam pembuatan peraturan yang dilakukan oleh pemerintah pusat adalah ...;menetapkan peraturan;mengesahkan rancangan peraturan;mengajukan rancangan peraturan;membuat rancangan peraturan;#;D
5;Negara kita berdasarkan UUD 1945. Lembaga yang berhak mengesahkan sebuah undang-undang adalah ...;MPR;presiden;DPR;gubernur;#;B
5;Peraturan perundang-undangan yang dibuat dan ditetapkan oleh presiden disebut ...;peraturan pemerintah;peraturan presiden;UUD 1945;Perpu;#;B
5;Peraturan yang dibuat oleh Presiden untuk menjalankan undang-undang sebagaimana mestinya disebut ...;Peraturan Pemerintah Pengganti Undang-Undang;Ketetapan Majelis Permusyawaratan Rakyat;Peraturan Pemerintah;Peraturan Presiden;#;C
5;Kita harus menjalankan peraturan dengan sikap . . . .;takut;malas;menyepelekan;bertanggung jawab;#;D
5;Pembentukan perundang-undangan di Indonesia harus berdasarkan ...;UUD 1945;Pancasila;GBHN;PP;#;A
5;Peraturan daerah kota dibuat oleh ... .;DPRD kota;DPRD kota dan walikota;DPR dan presiden;kepala daerah;#;B
5;Bagian UUD 1945 yang tidak dapat diubah adalah ... .;batang tubuh;pasal-pasal;penjelasan;pembukaan;#;D
5;Peraturan daerah berlaku bagi ...;warga daerah setempat;warga secara nasional;semua warga;warga pusat;#;A
5;Lembaga yang mempunyai kekuasaan untuk melaksanakan undang-undang adalah ...;konstituante;legislatif;yudikatif;eksekutif;#;D
5;Norma hukum yang tidak tertulis adalah ...;aturan;tata tertib;adat istiadat;peraturan daerah;#;C
5;Nama alat lukis untuk menggambar yang tidak memerlukan pengencer yaitu...;cat poster;cat air;konte;tinta;#;D
5;"Dalam menggambar ilustrasi suasana alam sekitar, bingkai pemandang memiliki fungsi untuk...";memilih sudut pandang suasana alam yang paling menarik;membidik gambar suasana alam dalam bentuk foto;membuat sketsa kasar suasana alam yang diamati;membingkai gambar suasana alam yang telah dibuat;#;A
5;Jenis alat musik yang dinamakan Sampek berasal dari daerah...;Jawa Barat;Jawa Tengah;Kalimantan;Papua;#;C
5;Jensi musik Thek-Thek atau Kentungan berasal dari provinsi...;Jawa Barat;Jawa Timur;Jawa Tengah;Papua;#;C
5;Nama tangga nada yang digunakan dalam lagu "Soleram" yaitu...;diatonik mayor;diatonik minor;pentatonik;septatonik;#;C
5;Nama lagu yang isi syairnya menggambarkan kegagahan burung garuda dan yang menjadi lambang negara kita yaitu lagu...;Manuk Dadali;Apuse;Gundhul Pacul;Soleram;#;A
5;Jenis musik Thek-Thek atau Kentungan dimainkan oleh...orang.;20 sampai 30;20 sampai 40;30 sampai 40;30 sampai 50;#;D
5;Pola garis-garis di lantai yang dibentuk oleh formasi penari disebut...;properti;pola lantai;pola tari;ekspresi;#;B
5;Bentuk pola lantai dalam karya seni tari harus disesuaikan dengan...;"jumlah penari, gerak tari, dan tempat pertunjukan";"busana, tata rias, dan panggung";"panggung, properti, dan tata rias";"tata lampu, busana, dan gerak";#;A
5;Seni tari Kuda Gepang Putri berasal dari daerah...;Sumatra Selatan;Kalimantan Selatan;NTB;Maluku;#;A
5;Seorang Koreografer dapat menunjukkan kemampuannya dalam mencipta karya tari melalui...;pergelaran;wawasan;apresiasi;ekspresi;#;A
5;Dalam Tari Kuda Kepang diperagakan secara...;berpasangan;duet;berkelompok;perseorangan;#;C
5;Nama tarian yang berasal dari daerah Surakarta yaitu tari...;Lengger;Srimpi;Jaipongan;Remo;#;B
5;Daerah di Jawa Tengah yang terkenal ukir-ukirannya adalah . . . .;Semarang;Kudus;Jepara;Surakarta;#;C
5;"Berikut merupakan contoh motif hias dua dimensi, kecuali . . . .";batik;patung;tenun;songket;#;B
5;Pahatan di dinding candi disebut . . . .;arca;relief;stupa;candi;#;B
5;Membatik sederhana dapat dilakukan dengan cara . . . .;tulis;cap;cetak;celup;#;D
5;Bahan pewarna untuk mencelup bahan polos menjadi lebih indah yaitu . . . .;wantex;kapur;cat;nilon;#;A
5;"Motif hias seni rupa yang mempunyai ukuran panjang, lebar, dan tinggi disebut . . .";satu dimensi;tiga dimensi;dua dimensi;empat dimensi;#;B
5;Lagu yang berasal dari Jawa Barat adalah . . . .;Es Lilin;Angin Mamiri;Suwe Ora Jamu;Sinanggar Tulo;#;A
5;Alat musik kolintang berasal dari . . . .;Sumatra Utara;Sulawesi Utara;Makasar;Medan;#;B
5;Cara membunyikan alat musik rebab yaitu . . . .;ditiup;digesek;dipukul;ditepuk;#;B
5;Tangga nada yang hanya memiliki lima nada disebut tangga nada . . . .;diatonik;pentatonik;melodis;ritmis;#;B
5;Susunan tangga nada C Mayor adalah . . . .;c -- d -- e -- f -- g -- a -- b -- c;c -- d -- eis -- f -- g -- a -- b -- c;c -- d -- e -- fis -- g -- a -- b -- c;cis -- d -- e -- f -- g -- a -- b -- cis;#;A
5;Jika C = 1 (do) maka nada A sama dengan nada . . . .;mi (3);fa (4);sol (5);la (6);#;D
5;Unsur utama dalam menari adalah . . . .;gerak;jalan;lari;nyanyi;#;A
5;Gerak yang mengandung maksud-maksud tertentu disebut gerak . . . .;murni;bermakna;refleksi;stilasi;#;B
5;"Gerak berikut merupakan gerakan tangan, kecuali . . . .";ngithing;ngepel;ukel;trisik;#;D
5;Perlengkapan tari disebut juga . . . .;profisi;property;promosi;propinsi;#;B
5;Jenis tarian dari daerah suku Sunda yang terkenal adalah . . . .;serimpi;jaipong;ngremo;Piring;#;B
5;Kita dapat melihat hasil budaya bangsa Indonesia dengan cara mengunjungi . . . .;Taman Safari;Suaka margasatwa;Cagar alam;Taman Mini Indonesia Indah;#;D
5;Motif gambar yang dibuat dengan pola teratur dan digunakan sebagai hiasan disebut...;motif hias;relief;patron;disain;#;A
5;Alat musik kecapi dimainkan dengan cara...;ditiup;digesek;dipetik;digoyang;#;C
5;"Sebelum adanya bahan baku kain, nenek moyang kita membuat motif hias pada...";tembok;tubuh dan kulit kayu;tempurung kelapa;batu cadas;#;B
5;"Dibawah ini adalah salah satu jenis alat musik petik, yaitu...";gong;bonang;siter;simbal;#;C
5;Jenis batik Jawa motif garis-garis disebut motif...;abstrak;lurik;truntum;jumputan;#;B
5;Nama lagu yang isi syairnya menggambarkan suasana pantai adalah...;anging mamiri;bubuy bulan;apuse;praon;#;A
